,topic,subtopic,video,video_length_[mins]
687,08 Pathology 51h57m,16 Clinical Correlates & Animations,08 Antiphospholipid Syndrome.mp4,15.53883333
688,08 Pathology 51h57m,16 Clinical Correlates & Animations,Congestive Heart Failure (2019).mp4,12.12666667
689,08 Pathology 51h57m,16 Clinical Correlates & Animations,05 Barretts Esophagus.mp4,3.183333333
690,08 Pathology 51h57m,16 Clinical Correlates & Animations,03 Lyme Disease.mp4,20.62883333
691,08 Pathology 51h57m,11 CNS Pathology,06 Central Nervous System Pathology - Degenerative and Dementing Disorders.mp4,20.10883333
692,08 Pathology 51h57m,11 CNS Pathology,01 Central Nervous System Pathology - Infections.mp4,16.2845
693,08 Pathology 51h57m,11 CNS Pathology,03 Central Nervous System Pathology - CNS Trauma.mp4,5.94
694,08 Pathology 51h57m,11 CNS Pathology,07 Central Nervous System Pathology - CNS Tumors.mp4,13.17883333
695,08 Pathology 51h57m,11 CNS Pathology,02 Central Nervous System Pathology - Cerebrovascular Disease.mp4,11.66
696,08 Pathology 51h57m,11 CNS Pathology,04 Central Nervous System Pathology - Developmental Abnormalities.mp4,5.5945
697,08 Pathology 51h57m,11 CNS Pathology,05 Central Nervous System Pathology - Demyelinating Disorders.mp4,5.721166667
698,08 Pathology 51h57m,06 Skin-Dr. Barone,02 Melanocytic Tumors.mp4,10.15516667
699,08 Pathology 51h57m,06 Skin-Dr. Barone,04 Malignant Tumors.mp4,13.1655
700,08 Pathology 51h57m,06 Skin-Dr. Barone,03 Epidermal and Dermal Lesions.mp4,12.87133333
701,08 Pathology 51h57m,06 Skin-Dr. Barone,01 Disorders of Pigmentation.mp4,2.873666667
702,08 Pathology 51h57m,05 Neoplasia,04 Principles of Neoplasia - Carcinogenisis.mp4,16.07666667
703,08 Pathology 51h57m,05 Neoplasia,03 Principles of Neoplasia - Carcinogenic Agents.mp4,11.92666667
704,08 Pathology 51h57m,05 Neoplasia,01 Principles of Neoplasia - Definition (Principles of Neoplasia).mp4,1.652166667
705,08 Pathology 51h57m,05 Neoplasia,05 Principles of Neoplasia - Diagnosis of Cancer.mp4,25.33783333
706,08 Pathology 51h57m,05 Neoplasia,02 Principles of Neoplasia - Epidemiology.mp4,9.8345
707,08 Pathology 51h57m,08 Cardiopulmonary,01 Vascular Pathology - Vasculitis.mp4,15.11783333
708,08 Pathology 51h57m,08 Cardiopulmonary,21 Respiratory Pathology - Vascular Disorders.mp4,3.5355
709,08 Pathology 51h57m,08 Cardiopulmonary,16 Respiratory Pathology - Pulmonary Infections.mp4,14.01333333
710,08 Pathology 51h57m,08 Cardiopulmonary,08 Cardiac Pathology - Ischemic Heart Disease.mp4,19.20216667
711,08 Pathology 51h57m,08 Cardiopulmonary,06 Vascular Pathology - Venous Disease.mp4,3.7455
712,08 Pathology 51h57m,08 Cardiopulmonary,14 Cardiac Pathology - Cardiac Tumors.mp4,1.671166667
713,08 Pathology 51h57m,08 Cardiopulmonary,18 Respiratory Pathology - Obstructive Versus Restrictive Lung Disease.mp4,2.326666667
714,08 Pathology 51h57m,08 Cardiopulmonary,09 Cardiac Pathology - Congestive Heart Failure.mp4,7.74
715,08 Pathology 51h57m,08 Cardiopulmonary,12 Cardiac Pathology - Primary Cardiomyopathies (Diagnosis of Exclusion).mp4,5.688833333
716,08 Pathology 51h57m,08 Cardiopulmonary,13 Cardiac Pathology - Carcinoid Heart Disease.mp4,1.3
717,08 Pathology 51h57m,08 Cardiopulmonary,04 Vascular Pathology - Hypertension (HTN).mp4,4.5145
718,08 Pathology 51h57m,08 Cardiopulmonary,15 Respiratory Pathology - Atelectasis.mp4,2.1255
719,08 Pathology 51h57m,08 Cardiopulmonary,11 Cardiac Pathology - Congenital Heart Disease.mp4,15.1455
720,08 Pathology 51h57m,08 Cardiopulmonary,22 Respiratory Pathology - Pulmonary Neoplasia.mp4,15.63
721,08 Pathology 51h57m,08 Cardiopulmonary,23 Respiratory Pathology - Diseases of the Pleural Cavity.mp4,5.027833333
722,08 Pathology 51h57m,08 Cardiopulmonary,10 Cardiac Pathology - Valvular Heart Disease.mp4,13.40216667
723,08 Pathology 51h57m,08 Cardiopulmonary,17 Respiratory Pathology - Sarcoidosis.mp4,3.188833333
724,08 Pathology 51h57m,08 Cardiopulmonary,20 Respiratory Pathology - Infiltrative Restrictive Lung Diseases.mp4,13.89333333
725,08 Pathology 51h57m,08 Cardiopulmonary,05 Vascular Pathology - Aneurysms and Arteriovenous Fistulas.mp4,11.17666667
726,08 Pathology 51h57m,08 Cardiopulmonary,03 Vascular Pathology - Arteriosclerosis.mp4,10.72666667
727,08 Pathology 51h57m,08 Cardiopulmonary,02 Vascular Pathology - Raynaud Disease versus Phenomenon.mp4,1.147833333
728,08 Pathology 51h57m,08 Cardiopulmonary,07 Vascular Pathology - Vascular Neoplasms.mp4,6.2045
729,08 Pathology 51h57m,08 Cardiopulmonary,19 Respiratory Pathology - Obstructive Pulmonary Disease.mp4,13.87216667
730,08 Pathology 51h57m,04 Amyloidosis,03 Amyloidosis - Localized Types of Amyloid.mp4,2.166666667
731,08 Pathology 51h57m,04 Amyloidosis,01 Amyloidosis - Definition (Amyloidosis).mp4,2.441166667
732,08 Pathology 51h57m,04 Amyloidosis,04 Amyloidosis - Clinical Features.mp4,2.728833333
733,08 Pathology 51h57m,04 Amyloidosis,02 Amyloidosis - Systemic Types of Amyloid.mp4,4.163333333
734,08 Pathology 51h57m,02 Genetic Disorders,03 Genetic Disorders - Disorders Involving Sex Chromosomes.mp4,3.777833333
735,08 Pathology 51h57m,02 Genetic Disorders,06 Genetic Disorders - Autosomal Recessive Disorders.mp4,25.77883333
736,08 Pathology 51h57m,02 Genetic Disorders,08 Genetic Disorders - X-Linked Recessive Conditions.mp4,3.127833333
737,08 Pathology 51h57m,02 Genetic Disorders,02 Genetic Disorders - Disorders Involving Chromosomal Deletions.mp4,1.327833333
738,08 Pathology 51h57m,02 Genetic Disorders,07 Genetic Disorders - Autosomal Dominant Disorders.mp4,20.93883333
739,08 Pathology 51h57m,02 Genetic Disorders,10 Genetic Disorders - Triplet Repeat Mutations.mp4,2.676666667
740,08 Pathology 51h57m,02 Genetic Disorders,11 Genetic Disorders - Genomic Imprinting.mp4,1.952166667
741,08 Pathology 51h57m,02 Genetic Disorders,01 Genetic Disorders - Disorders Involving an Extra Autosome.mp4,11.9
742,08 Pathology 51h57m,02 Genetic Disorders,09 Genetic Disorders - X-Linked Dominant Conditions.mp4,0.51
743,08 Pathology 51h57m,02 Genetic Disorders,12 Genetic Disorders - Mitochondrial DNA Disorders.mp4,0.803333333
744,08 Pathology 51h57m,02 Genetic Disorders,04 Genetic Disorders - Hermaphroditism.mp4,5.706666667
745,08 Pathology 51h57m,02 Genetic Disorders,05 Genetic Disorders - Mendelian Disorders.mp4,4.847833333
746,08 Pathology 51h57m,02 Genetic Disorders,13 Genetic Disorders - Multifactorial Inheritance (Genetic Disorders).mp4,0.378833333
747,08 Pathology 51h57m,12 Hematopoetic,05 White Blood Cell Disorders & Lymphoid and Myeloid Neoplasms - Peripheral T-Cell and Natural Killer Cell Neoplasms.mp4,2.16
748,08 Pathology 51h57m,12 Hematopoetic,09 White Blood Cell Disorders & Lymphoid and Myeloid Neoplasms - Miscellaneous Diseases and Diseases of the Spleen.mp4,1.933333333
749,08 Pathology 51h57m,12 Hematopoetic,03 White Blood Cell Disorders & Lymphoid and Myeloid Neoplasms - Precursor B- and T-Cell Neoplasms.mp4,3.908833333
750,08 Pathology 51h57m,12 Hematopoetic,02 White Blood Cell Disorders & Lymphoid and Myeloid Neoplasms - Hematopoetic Pathology - Lymphoid Neoplasms.mp4,2.9
751,08 Pathology 51h57m,12 Hematopoetic,06 White Blood Cell Disorders & Lymphoid and Myeloid Neoplasms - Lymphoma.mp4,5.083333333
752,08 Pathology 51h57m,12 Hematopoetic,01 White Blood Cell Disorders & Lymphoid and Myeloid Neoplasms - Reactive Changes in White Blood Cells.mp4,10.33
753,08 Pathology 51h57m,12 Hematopoetic,08 White Blood Cell Disorders & Lymphoid and Myeloid Neoplasms - Spleen Disorders.mp4,1.68
754,08 Pathology 51h57m,12 Hematopoetic,07  White Blood Cell Disorders & Lymphoid and Myeloid Neoplasms - Myeloid Neoplasms.mp4,13.14116667
755,08 Pathology 51h57m,12 Hematopoetic,04 White Blood Cell Disorders & Lymphoid and Myeloid Neoplasms - Peripheral B-Cell Neoplasms.mp4,17.51783333
756,08 Pathology 51h57m,09 Renal-Dr. Barone,09 Tumors of the Kidney.mp4,9.071
757,08 Pathology 51h57m,09 Renal-Dr. Barone,05 Primary Glomerulopathies (Nephrotic).mp4,8.976
758,08 Pathology 51h57m,09 Renal-Dr. Barone,04 Primary Glomerulopathies (Nephritic).mp4,18.41783333
759,08 Pathology 51h57m,09 Renal-Dr. Barone,03 Glomerular Diseases.mp4,2.512166667
760,08 Pathology 51h57m,09 Renal-Dr. Barone,07 Diseases of the Tubules and Interstitium.mp4,5.4825
761,08 Pathology 51h57m,09 Renal-Dr. Barone,08 Urolithiasis.mp4,3.26
762,08 Pathology 51h57m,09 Renal-Dr. Barone,01 Congenital Anomalies of the Kidney.mp4,3.964333333
763,08 Pathology 51h57m,09 Renal-Dr. Barone,02 Cystic Disease.mp4,4.061
764,08 Pathology 51h57m,09 Renal-Dr. Barone,10 Bladder Pathology.mp4,2.933
765,08 Pathology 51h57m,09 Renal-Dr. Barone,06 Chronic Glomerulonephritis.mp4,1.353666667
766,08 Pathology 51h57m,13 Female And Male-Dr. Barone,09 Benign Neoplasms.mp4,2.957833333
767,08 Pathology 51h57m,13 Female And Male-Dr. Barone,02 Vagina.mp4,3.016
768,08 Pathology 51h57m,13 Female And Male-Dr. Barone,07 Mastitis.mp4,1.308333333
769,08 Pathology 51h57m,13 Female And Male-Dr. Barone,13 Testes.mp4,3.095166667
770,08 Pathology 51h57m,13 Female And Male-Dr. Barone,03 Cervix.mp4,11.1795
771,08 Pathology 51h57m,13 Female And Male-Dr. Barone,01 Vulva.mp4,2.789666667
772,08 Pathology 51h57m,13 Female And Male-Dr. Barone,05 Ovary.mp4,15.5465
773,08 Pathology 51h57m,13 Female And Male-Dr. Barone,15 Prostate.mp4,18.00983333
774,08 Pathology 51h57m,13 Female And Male-Dr. Barone,06 Gestational Trophoblastic Disease.mp4,7.824166667
775,08 Pathology 51h57m,13 Female And Male-Dr. Barone,04 Uterus.mp4,10.752
776,08 Pathology 51h57m,13 Female And Male-Dr. Barone,08 Fibrocystic Changes.mp4,5.131833333
777,08 Pathology 51h57m,13 Female And Male-Dr. Barone,12 Penis.mp4,3.023
778,08 Pathology 51h57m,13 Female And Male-Dr. Barone,11 Other Malignancies.mp4,2.538333333
779,08 Pathology 51h57m,13 Female And Male-Dr. Barone,10 Malignant Neoplasms.mp4,12.78683333
780,08 Pathology 51h57m,13 Female And Male-Dr. Barone,14 Testicular Cancer.mp4,13.79966667
781,08 Pathology 51h57m,14 Endocrine-Dr. Barone,05 Thyroiditis.mp4,7.906833333
782,08 Pathology 51h57m,14 Endocrine-Dr. Barone,09 Multiple Endocrine Neoplasia Syndrome.mp4,3.131333333
783,08 Pathology 51h57m,14 Endocrine-Dr. Barone,08 Adrenal Glands.mp4,19.92566667
784,08 Pathology 51h57m,14 Endocrine-Dr. Barone,01 Thyroid Gland.mp4,3.2035
785,08 Pathology 51h57m,14 Endocrine-Dr. Barone,04 Thyroiditis.mp4,6.5045
786,08 Pathology 51h57m,14 Endocrine-Dr. Barone,02 Hyperthyroidism.mp4,4.467666667
787,08 Pathology 51h57m,14 Endocrine-Dr. Barone,07 Pituitary Glands.mp4,9.470166667
788,08 Pathology 51h57m,14 Endocrine-Dr. Barone,06 Parathyroid Glands.mp4,8.133333333
789,08 Pathology 51h57m,14 Endocrine-Dr. Barone,03 Hypothyroidism.mp4,3.864666667
790,08 Pathology 51h57m,02 Genetic Disorders-Dr. Barone,05 Mendelian Disorders.mp4,3.0915
791,08 Pathology 51h57m,02 Genetic Disorders-Dr. Barone,01 Disorders Involving an Extra Chromosome.mp4,9.680333333
792,08 Pathology 51h57m,02 Genetic Disorders-Dr. Barone,02 Disorders Involving Chromosomal Deletions.mp4,1.110833333
793,08 Pathology 51h57m,02 Genetic Disorders-Dr. Barone,03 Disorders Involving Sex Chromosomes.mp4,5.776666667
794,08 Pathology 51h57m,02 Genetic Disorders-Dr. Barone,09 Genomic Imprinting.mp4,1.698333333
795,08 Pathology 51h57m,02 Genetic Disorders-Dr. Barone,06 Autosomal-Recessive Disorders.mp4,22.73733333
796,08 Pathology 51h57m,02 Genetic Disorders-Dr. Barone,07 Autosomal-Dominant Disorders.mp4,14.39233333
797,08 Pathology 51h57m,02 Genetic Disorders-Dr. Barone,08 Triplet Repeat Mutations.mp4,2.202
798,08 Pathology 51h57m,02 Genetic Disorders-Dr. Barone,04 Hermaphroditism.mp4,5.508666667
799,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,16 Aberrations in Wound Healing.mp4,2.442166667
800,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,23 Shock.mp4,8.375
801,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,05 Cellular Changes During Injury.mp4,13.34383333
802,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,22 Infarction.mp4,6.8445
803,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,20 Thrombosis.mp4,10.59983333
804,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,10 Neutrophils.mp4,17.48166667
805,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,15 Regeneration and Repair.mp4,8.877666667
806,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,21 Embolism.mp4,13.23933333
807,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,02 Overview of Pathology.mp4,1.198
808,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,19 Hematosis and Bleeding Disorders.mp4,28.906
809,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,18 Edema.mp4,6.582166667
810,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,13 Chronic Inflammation.mp4,5.135166667
811,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,06 Cell Death.mp4,20.50816667
812,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,17 Connective Tissue Components.mp4,3.325
813,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,08 Other Cellular Alterations During Injury.mp4,12.3705
814,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,03 Methods Used in Pathology.mp4,22.7825
815,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,11 Chemical Mediators of Inflammation.mp4,5.207333333
816,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,04 Causes of Cellular Injury.mp4,8.589666667
817,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,01 Definitions of Pathology.mp4,2.845166667
818,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,07 Cellular Adaptive Responses to Injury.mp4,10.79383333
819,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,12 Four Outcomes of Acute Inflammation.mp4,0.634833333
820,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,14 Tissue Responses to Infectious Agents.mp4,9.106666667
821,08 Pathology 51h57m,01 Pathophysiology-Dr. Barone,09 Acute Inflammation.mp4,1.339833333
822,08 Pathology 51h57m,04 Amyloidosis-Dr. Barone,01 Definition.mp4,0.349166667
823,08 Pathology 51h57m,04 Amyloidosis-Dr. Barone,02 Common Features of Amyloid.mp4,1.63
824,08 Pathology 51h57m,04 Amyloidosis-Dr. Barone,06 Clinical Features.mp4,2.369333333
825,08 Pathology 51h57m,04 Amyloidosis-Dr. Barone,05 Localized Types of Amyloid.mp4,2.826833333
826,08 Pathology 51h57m,04 Amyloidosis-Dr. Barone,04 Systemic Types of Amyloid.mp4,2.924666667
827,08 Pathology 51h57m,04 Amyloidosis-Dr. Barone,03 Composition of Amyloid.mp4,0.674333333
828,08 Pathology 51h57m,12 Hematopoetic-Dr. Barone,03 Precursor B- and T-Cell Neoplasms.mp4,6.716166667
829,08 Pathology 51h57m,12 Hematopoetic-Dr. Barone,05 Peripheral T-Cell and Natural Killer Cell Neoplasms.mp4,3.379833333
830,08 Pathology 51h57m,12 Hematopoetic-Dr. Barone,09 Myeloproliferative Syndromes.mp4,15.977
831,08 Pathology 51h57m,12 Hematopoetic-Dr. Barone,01 Reactive Proliferations of White Blood Cells.mp4,11.50483333
832,08 Pathology 51h57m,12 Hematopoetic-Dr. Barone,04 Peripheral B-Cell Neoplasms.mp4,30.49
833,08 Pathology 51h57m,12 Hematopoetic-Dr. Barone,08 Myelodysplasia.mp4,1.537833333
834,08 Pathology 51h57m,12 Hematopoetic-Dr. Barone,06 Hodgkin Disease.mp4,8.484166667
835,08 Pathology 51h57m,12 Hematopoetic-Dr. Barone,07 Acute Myelogenous Leukemia.mp4,9.700333333
836,08 Pathology 51h57m,12 Hematopoetic-Dr. Barone,02 Lymphoid Neoplasms.mp4,5.809
837,08 Pathology 51h57m,03 Immunopathology-Dr. Barone,01 Autoimmune Diseases.mp4,8.3455
838,08 Pathology 51h57m,03 Immunopathology-Dr. Barone,02 Primary Immune Deficiency Syndromes.mp4,6.671166667
839,08 Pathology 51h57m,03 Immunopathology-Dr. Barone,03 Secondary Immune Deficiency Syndromes.mp4,17.2265
840,08 Pathology 51h57m,03 Immunopathology,01 Immunopathology - Hypersensitivity Reactions.mp4,9.1755
841,08 Pathology 51h57m,03 Immunopathology,02 Immunopathology - Autoimmune Diseases.mp4,26.22116667
842,08 Pathology 51h57m,03 Immunopathology,04 Immunopathology - Secondary Immune Deficiency Syndromes.mp4,36.44
843,08 Pathology 51h57m,03 Immunopathology,03 Immunopathology - Primary Immune Deficiency Syndromes.mp4,7.797833333
844,08 Pathology 51h57m,07 Anemias,04 Red Blood Cell Pathology_ Anemias - Normocytic Anemias.mp4,28.73883333
845,08 Pathology 51h57m,07 Anemias,06 Red Blood Cell Pathology_ Anemias - Polycythemia Vera.mp4,4.402166667
846,08 Pathology 51h57m,07 Anemias,01 Red Blood Cell Pathology_ Anemias - Red Blood Cell Morphology.mp4,13.5245
847,08 Pathology 51h57m,07 Anemias,02 Red Blood Cell Pathology_ Anemias - Anemias.mp4,11.94116667
848,08 Pathology 51h57m,07 Anemias,05 Red Blood Cell Pathology_ Anemias - Macrocytic Anemias.mp4,7.34
849,08 Pathology 51h57m,07 Anemias,03 Red Blood Cell Pathology_ Anemias - Microcytic Anemias.mp4,19.0145
850,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,20 Respiratory Distress Syndrome.mp4,7.036333333
851,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,01 Vasculitis.mp4,18.85533333
852,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,09 Congestive Heart Failure.mp4,5.162833333
853,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,06 Venous Disease.mp4,2.503333333
854,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,13 Carcinoid Heart Disease.mp4,1.002833333
855,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,04 Hypertension.mp4,6.855166667
856,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,21 Vascular Disorders.mp4,3.372333333
857,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,15 Atelectasis.mp4,1.703333333
858,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,16 Pulmonary Infections.mp4,15.34916667
859,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,14 Cardiac Tumors.mp4,1.816833333
860,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,02 Raynaud Disease Versus Phenomenon.mp4,1.922333333
861,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,05 Aneurysms and Arteriovenous Fistulas.mp4,6.9785
862,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,22 Pulmonary Neoplasia.mp4,17.69183333
863,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,18 Obstructive Versus Restrictive Lung Disease.mp4,3.154333333
864,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,23 Diseases of the Pleural Cavity.mp4,4.037166667
865,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,08 Ischemic Heart Disease.mp4,17.78633333
866,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,10 Valvular Heart Disease.mp4,14.89
867,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,17 Sarcoidosis.mp4,3.347166667
868,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,03 Arteriosclerosis.mp4,7.672333333
869,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,12 Cardiomyopathies.mp4,4.7855
870,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,11 Congenital Heart Disease.mp4,12.415
871,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,19 Chronic Obstructive Pulmonary Disease.mp4,13.58233333
872,08 Pathology 51h57m,08 Cardiopulmonary-Dr. Barone,07 Vascular Neoplasms.mp4,4.231166667
873,08 Pathology 51h57m,13 Female & Male,05 Female Genital Pathology - Ovary (Female Genital Pathology).mp4,10.39116667
874,08 Pathology 51h57m,13 Female & Male,11 Breast Pathology - Malignant Neoplasms.mp4,9.491166667
875,08 Pathology 51h57m,13 Female & Male,10 Breast Pathology - Benign Neoplasms.mp4,2.2245
876,08 Pathology 51h57m,13 Female & Male,04 Female Genital Pathology - Uterus (Female Genital Pathology).mp4,7.333333333
877,08 Pathology 51h57m,13 Female & Male,16 Male Pathology - Prostate.mp4,7.236666667
878,08 Pathology 51h57m,13 Female & Male,02 Female Genital Pathology - Vagina (Female Genital Pathology).mp4,2.9145
879,08 Pathology 51h57m,13 Female & Male,03 Female Genital Pathology - Cervix.mp4,7.377833333
880,08 Pathology 51h57m,13 Female & Male,07 Breast Pathology - Introduction.mp4,1.328833333
881,08 Pathology 51h57m,13 Female & Male,13 Male Pathology - Penis (Male Pathology).mp4,3.847833333
882,08 Pathology 51h57m,13 Female & Male,06 Female Genital Pathology - Gestational Trophoblastic Disease and Placental Disease.mp4,8.106666667
883,08 Pathology 51h57m,13 Female & Male,09 Breast Pathology - Fibrocystic Changes.mp4,3.072166667
884,08 Pathology 51h57m,13 Female & Male,15 Male Pathology - Testicular Cancer.mp4,9.303333333
885,08 Pathology 51h57m,13 Female & Male,08 Breast Pathology - Mastitis.mp4,0.916666667
886,08 Pathology 51h57m,13 Female & Male,14 Male Pathology - Testes.mp4,3.238833333
887,08 Pathology 51h57m,13 Female & Male,01 Female Genital Pathology - Vulva.mp4,4.536666667
888,08 Pathology 51h57m,13 Female & Male,12 Breast Pathology - Other Breast Conditions.mp4,3.001166667
889,08 Pathology 51h57m,01 Pathophysiology,13 Inflammation - Chronic Inflammation.mp4,19.18666667
890,08 Pathology 51h57m,01 Pathophysiology,11 Inflammation - Chemical Mediators of Inflammation.mp4,12.4
891,08 Pathology 51h57m,01 Pathophysiology,09 Inflammation - Acute Inflammation.mp4,9.613333333
892,08 Pathology 51h57m,01 Pathophysiology,19 Circulatory Pathology - Hemostasis and Bleeding Disorders.mp4,48.88116667
893,08 Pathology 51h57m,01 Pathophysiology,22 Circulatory Pathology - Infarction.mp4,7.661166667
894,08 Pathology 51h57m,01 Pathophysiology,07 Cellular Injury and Adaptation - Cellular Adaptive Responses to Injury.mp4,21.04216667
895,08 Pathology 51h57m,01 Pathophysiology,12 Inflammation - Four Outcomes of Acute Inflammation.mp4,2.988833333
896,08 Pathology 51h57m,01 Pathophysiology,18 Circulatory Pathology - Edema (Circulatory Pathology).mp4,10.66783333
897,08 Pathology 51h57m,01 Pathophysiology,17 Connective Tissue Components.mp4,5.748833333
898,08 Pathology 51h57m,01 Pathophysiology,15 Tissue Repair - Regeneration and Healing.mp4,24.14783333
899,08 Pathology 51h57m,01 Pathophysiology,16 Tissue Repair - Aberrations in Wound Healing.mp4,2.211166667
900,08 Pathology 51h57m,01 Pathophysiology,02 Fundamentals of Pathology - Overview of Pathology.mp4,6.157833333
901,08 Pathology 51h57m,01 Pathophysiology,03 Fundamentals of Pathology - Methods Used in Pathology.mp4,22.7845
902,08 Pathology 51h57m,01 Pathophysiology,08 Cellular Injury and Adaptation - Other Cellular Alterations during Injury.mp4,20.35783333
903,08 Pathology 51h57m,01 Pathophysiology,21 Circulatory Pathology - Embolism.mp4,12.07
904,08 Pathology 51h57m,01 Pathophysiology,14 Inflammation - Tissue Responses to Infectious Agents.mp4,10.76883333
905,08 Pathology 51h57m,01 Pathophysiology,20 Circulatory Pathology - Thrombosis.mp4,13.12333333
906,08 Pathology 51h57m,01 Pathophysiology,01 Fundamentals of Pathology - Definitions of Pathology.mp4,5.891166667
907,08 Pathology 51h57m,01 Pathophysiology,06 Cellular Injury and Adaptation - Cell Death.mp4,34.47333333
908,08 Pathology 51h57m,01 Pathophysiology,04 Cellular Injury and Adaptation - Causes of Cellular Injury.mp4,21.11333333
909,08 Pathology 51h57m,01 Pathophysiology,05 Cellular Injury and Adaptation - Cellular Changes During Injury.mp4,35.96783333
910,08 Pathology 51h57m,01 Pathophysiology,23 Circulatory Pathology - Shock.mp4,12.68883333
911,08 Pathology 51h57m,01 Pathophysiology,10 Inflammation - Neutrophils.mp4,30.7145
912,08 Pathology 51h57m,10 Gastrointestinal-Barone,01 Esophagus.mp4,13.4645
913,08 Pathology 51h57m,10 Gastrointestinal-Barone,02 Stomach.mp4,20.47916667
914,08 Pathology 51h57m,10 Gastrointestinal-Barone,03 Small and Large Intestines 1.mp4,10.56266667
915,08 Pathology 51h57m,10 Gastrointestinal-Barone,11 Miscellaneous Conditions.mp4,2.005166667
916,08 Pathology 51h57m,10 Gastrointestinal-Barone,10 Inflammatory Conditions.mp4,4.353
917,08 Pathology 51h57m,10 Gastrointestinal-Barone,20 Liver Tumors.mp4,6.731666667
918,08 Pathology 51h57m,10 Gastrointestinal-Barone,04 Small and Large Intestines 2.mp4,19.14616667
919,08 Pathology 51h57m,10 Gastrointestinal-Barone,13 Jaundice.mp4,12.54783333
920,08 Pathology 51h57m,10 Gastrointestinal-Barone,19 Hemodynamic Liver Disease.mp4,1.3665
921,08 Pathology 51h57m,10 Gastrointestinal-Barone,12 Biliary Tract Cancer.mp4,3.579666667
922,08 Pathology 51h57m,10 Gastrointestinal-Barone,09 Gallstones_Cholelithiasis.mp4,3.790333333
923,08 Pathology 51h57m,10 Gastrointestinal-Barone,14 Cirrhosis.mp4,5.460333333
924,08 Pathology 51h57m,10 Gastrointestinal-Barone,07 Diabetes Mellitus.mp4,10.5265
925,08 Pathology 51h57m,10 Gastrointestinal-Barone,17 Alcoholic Liver Disease.mp4,4.0065
926,08 Pathology 51h57m,10 Gastrointestinal-Barone,08 Pancreatic Tumors.mp4,8.316166667
927,08 Pathology 51h57m,10 Gastrointestinal-Barone,16 Amebic Liver Abscesses.mp4,1.711666667
928,08 Pathology 51h57m,10 Gastrointestinal-Barone,06 Inflammation of the Pancreas.mp4,6.362
929,08 Pathology 51h57m,10 Gastrointestinal-Barone,18 Metabolic Liver Diseases.mp4,12.7285
930,08 Pathology 51h57m,10 Gastrointestinal-Barone,15 Viral Hepatitis.mp4,10.864
931,08 Pathology 51h57m,10 Gastrointestinal-Barone,05 Small and Large Intestines 3.mp4,19.15716667
932,08 Pathology 51h57m,09 Renal,06 Renal Pathology - Secondary Glomerulonephritis.mp4,1.722166667
933,08 Pathology 51h57m,09 Renal,14 Renal Pathology - Ureteral Disorders.mp4,1.576666667
934,08 Pathology 51h57m,09 Renal,11 Renal Pathology - Chronic Renal Failure.mp4,0.673333333
